  Ex = [mV]  ,  Ey = [mV]  ,Hx = [mV]  ,Hy = [mV]  ,Hz = [mV]  
  2.057488  ,  0.4046631  ,  7.324219E-02  ,  1.696777  ,  68.03606  
  2.170399  ,  0.3674316  ,  0.5310059  ,  1.760864  ,  68.32558  
  2.169434  ,  0.3744507  ,  0.1464844  ,  1.733398  ,  70.25568  
  2.126971  ,  0.3643799  ,  7.324219E-02  ,  1.620483  ,  66.58849  
  2.276554  ,  0.3924561  ,  1.00708  ,  2.001953  ,  66.29897  
  2.349898  ,  0.3591919  ,  0.5645752  ,  2.078247  ,  64.9479  
  2.335422  ,  0.4003906  ,  0.1342773  ,  2.145386  ,  65.81644  
  2.295855  ,  0.3936768  ,  0.1190186  ,  2.059937  ,  62.63178  
  2.301646  ,  0.3695679  ,  -0.1373291  ,  2.099609  ,  62.24576  
  2.143377  ,  0.3347778  ,  -1.412964  ,  1.834106  ,  61.95624  
  2.556419  ,  0.4989624  ,  -1.721191  ,  1.931763  ,  63.1143  
  2.687666  ,  0.526123  ,  0.2624512  ,  2.838135  ,  61.76323  
  2.533258  ,  0.4544067  ,  2.108765  ,  3.643799  ,  63.21081  
  2.473425  ,  0.3887939  ,  1.846313  ,  3.387451  ,  63.50032  
  2.48404  ,  0.3091431  ,  -8.239746E-02  ,  2.416992  ,  64.75489  
  2.408766  ,  0.3234863  ,  -0.604248  ,  1.986694  ,  62.9213  
  2.391395  ,  0.3970337  ,  0.2044678  ,  1.84021  ,  62.34226  
  2.452193  ,  0.3982544  ,  0.9674072  ,  1.873779  ,  61.85974  
  2.564139  ,  0.3848267  ,  0.9979248  ,  1.77002  ,  63.0178  
  2.686701  ,  0.3936768  ,  1.141357  ,  2.026367  ,  64.85139  
  2.644238  ,  0.380249  ,  1.00708  ,  1.898193  ,  61.37721  
  4.601361  ,  0.6826782  ,  1.303101  ,  2.200317  ,  62.24576  
  7.703999  ,  1.208496  ,  1.858521  ,  2.441406  ,  61.47372  
  3.391188  ,  0.5792236  ,  1.074219  ,  1.733398  ,  63.0178  
  3.332319  ,  0.5627441  ,  0.9460449  ,  1.605225  ,  59.44711  
  1.52864  ,  0.2288818  ,  1.35498  ,  2.120972  ,  60.99119  
  1.902115  ,  0.2529907  ,  1.324463  ,  2.410889  ,  61.47372  
  2.354723  ,  0.3305054  ,  0.7843018  ,  2.206421  ,  63.0178  
  2.39236  ,  0.3530884  ,  0.6378174  ,  1.834106  ,  61.66673  
  2.498516  ,  0.3765869  ,  0.8422852  ,  1.681519  ,  61.57022  
  2.459914  ,  0.3738403  ,  0.9338379  ,  1.498413  ,  60.60517  
  2.706967  ,  0.3845215  ,  1.119995  ,  1.78833  ,  60.79818  
  2.624938  ,  0.3945923  ,  1.339722  ,  1.846313  ,  59.35061  
  2.596951  ,  0.3851318  ,  1.126099  ,  1.672363  ,  59.44711  
  2.790926  ,  0.3881836  ,  0.9735107  ,  1.9104  ,  58.57857  
  2.688631  ,  0.4083252  ,  1.251221  ,  2.124023  ,  60.02614  
  2.730128  ,  0.3765869  ,  0.5432129  ,  1.959229  ,  59.1576  
  2.949194  ,  0.34729  ,  -0.4333496  ,  2.035522  ,  60.02614  
  2.96174  ,  0.3497314  ,  -0.7537842  ,  2.102661  ,  61.47372  
  2.844004  ,  0.3808594  ,  -0.201416  ,  1.821899  ,  61.28071  
  3.083337  ,  0.3820801  ,  0.5584717  ,  2.191162  ,  64.9479  
  3.042804  ,  0.3677368  ,  0.4364014  ,  2.075195  ,  61.37721  
  2.999377  ,  0.3353882  ,  -0.0793457  ,  2.194214  ,  62.82479  
  3.067896  ,  0.3723145  ,  0.100708  ,  2.087402  ,  61.76323  
  3.191422  ,  0.3884888  ,  0.8087158  ,  2.276611  ,  63.98285  
  3.128694  ,  0.3762817  ,  0.7141113  ,  2.148438  ,  60.89469  
  2.853655  ,  0.4049683  ,  0.6500244  ,  1.693726  ,  61.37721  
  2.859445  ,  0.5102539  ,  2.642822  ,  1.727295  ,  61.1842  
  3.157645  ,  0.3582764  ,  2.252197  ,  2.215576  ,  62.9213  
  3.225199  ,  0.2783203  ,  0.7446289  ,  2.157593  ,  61.95624  
  3.155715  ,  0.2603149  ,  -0.5950928  ,  1.99585  ,  61.66673  
  3.120974  ,  0.2960205  ,  -0.5340576  ,  1.84021  ,  60.89469  
  3.321704  ,  0.3781128  ,  0.7446289  ,  2.18811  ,  62.14925  
  3.370922  ,  0.3915405  ,  1.382446  ,  2.392578  ,  61.0877  
  3.465497  ,  0.385437  ,  1.864624  ,  2.676392  ,  61.47372  
  3.341005  ,  0.3665161  ,  1.824951  ,  2.630615  ,  62.72828  
  3.436545  ,  0.3442383  ,  1.605225  ,  2.590942  ,  61.95624  
  3.202038  ,  0.3634644  ,  1.107788  ,  2.304077  ,  64.9479  
  3.149925  ,  0.3497314  ,  0.970459  ,  2.151489  ,  61.1842  
  3.083337  ,  0.3997803  ,  0.9796143  ,  1.608276  ,  62.63178  
  3.374782  ,  0.4418945  ,  1.748657  ,  1.931763  ,  61.57022  
  3.424964  ,  0.3851318  ,  2.597046  ,  2.749634  ,  64.75489  
  3.356446  ,  0.3619385  ,  2.252197  ,  2.560425  ,  61.57022  
  3.34969  ,  0.3543091  ,  1.300049  ,  2.163696  ,  61.66673  
  3.372852  ,  0.3552246  ,  1.052856  ,  2.01416  ,  61.28071  
  3.410489  ,  0.3527832  ,  1.412964  ,  2.166748  ,  62.72828  
  3.405663  ,  0.3591919  ,  1.495361  ,  2.191162  ,  61.76323  
  3.357411  ,  0.4022217  ,  2.050781  ,  2.270508  ,  62.05275  
  3.34197  ,  0.3546143  ,  1.434326  ,  2.139282  ,  61.76323  
  3.247395  ,  0.3695679  ,  1.248169  ,  1.950073  ,  63.59683  
  3.204933  ,  0.3695679  ,  1.489258  ,  1.852417  ,  62.82479  
  3.277312  ,  0.3488159  ,  1.248169  ,  1.742554  ,  63.21081  
  3.357411  ,  0.3546143  ,  1.065063  ,  1.660156  ,  62.34226  
  3.421104  ,  0.4244995  ,  2.377319  ,  2.261353  ,  63.1143  
  3.34004  ,  0.3491211  ,  1.638794  ,  2.075195  ,  65.91295  
  3.307228  ,  0.3338623  ,  1.446533  ,  1.94397  ,  62.53527  
  3.233884  ,  0.289917  ,  9.765625E-02  ,  1.693726  ,  62.34226  
  3.113253  ,  0.2786255  ,  -0.7080078  ,  1.431274  ,  61.1842  
  3.167296  ,  0.3652954  ,  0.1434326  ,  1.657104  ,  61.76323  
  3.167296  ,  0.3594971  ,  0.2319336  ,  1.61438  ,  58.57857  
  3.330389  ,  0.3564453  ,  1.080322  ,  2.166748  ,  58.77158  
  3.235815  ,  0.3182983  ,  1.080322  ,  2.22168  ,  57.99953  
  3.04763  ,  0.3051758  ,  0.8056641  ,  1.638794  ,  58.57857  
  3.069826  ,  0.3128052  ,  0.8209229  ,  1.464844  ,  57.03448  
  3.204933  ,  0.2865601  ,  0.7995605  ,  1.690674  ,  56.84148  
  3.234849  ,  0.2664185  ,  0.3662109  ,  1.760864  ,  56.16594  
  3.093952  ,  0.2798462  ,  -5.187988E-02  ,  1.473999  ,  56.26244  
  3.108428  ,  0.2920532  ,  3.051758E-02  ,  1.409912  ,  54.71836  
  3.208793  ,  0.3405762  ,  1.187134  ,  1.934814  ,  54.81487  
  3.15282  ,  0.3302002  ,  1.507568  ,  2.148438  ,  54.33234  
  3.181772  ,  0.2908325  ,  0.4974365  ,  1.980591  ,  56.35895  
  3.518574  ,  0.3540039  ,  1.202393  ,  2.658081  ,  58.19255  
  3.476112  ,  0.340271  ,  1.101685  ,  2.55127  ,  54.62186  
  3.369956  ,  0.3125  ,  0.6744385  ,  2.346802  ,  54.23584  
  3.261871  ,  0.2716064  ,  -0.4760742  ,  1.73645  ,  53.4638  
  3.382502  ,  0.3311157  ,  -0.0213623  ,  1.724243  ,  57.03448  
  3.402768  ,  0.3295898  ,  0.1800537  ,  1.751709  ,  54.04283  
  3.656577  ,  0.3433228  ,  1.23291  ,  2.505493  ,  54.52535  
  3.627625  ,  0.3256226  ,  1.217651  ,  2.719116  ,  54.13934  
  3.566827  ,  0.2978516  ,  0.6439209  ,  2.767944  ,  56.06944  
  3.540771  ,  0.305481  ,  0.5004883  ,  2.667236  ,  55.10439  
  3.34197  ,  0.3457642  ,  1.010132  ,  2.307129  ,  54.91137  
  3.188527  ,  0.3414917  ,  0.9429932  ,  1.800537  ,  54.04283  
  3.419174  ,  0.3686523  ,  1.312256  ,  1.898193  ,  54.62186  
  3.648856  ,  0.3378296  ,  1.296997  ,  2.310181  ,  53.65681  
  3.782998  ,  0.3189087  ,  0.894165  ,  2.774048  ,  54.42885  
  3.676843  ,  0.3250122  ,  0.9002686  ,  2.661133  ,  54.13934  
  3.631485  ,  0.3192139  ,  0.9521484  ,  2.432251  ,  54.81487  
  3.608324  ,  0.3201294  ,  0.9796143  ,  2.380371  ,  53.27079  
  3.782998  ,  0.3445435  ,  1.672363  ,  2.642822  ,  53.07778  
  2.926033  ,  0.1742554  ,  1.574707  ,  2.886963  ,  52.40224  
  2.597916  ,  0.1351929  ,  1.708984  ,  2.798462  ,  51.43719  
  3.293718  ,  0.2572632  ,  2.511597  ,  3.131104  ,  52.59525  
  3.253186  ,  0.2441406  ,  2.386475  ,  2.996826  ,  48.73505  
  3.53691  ,  0.2981567  ,  2.249146  ,  2.981567  ,  48.83155  
  3.515679  ,  0.3656006  ,  3.094482  ,  2.877808  ,  47.57699  
  3.605429  ,  0.2664185  ,  2.133179  ,  2.359009  ,  50.56865  
  3.592883  ,  0.2545166  ,  1.864624  ,  2.191162  ,  47.28748  
  3.914245  ,  0.3005981  ,  1.956177  ,  2.478027  ,  48.05952  
  3.926791  ,  0.3106689  ,  2.368164  ,  2.822876  ,  48.15602  
  3.751152  ,  0.3591919  ,  2.645874  ,  2.700806  ,  50.08612  
  3.789754  ,  0.3552246  ,  2.703857  ,  2.612305  ,  48.15602  
  3.957672  ,  0.34729  ,  2.334595  ,  2.468872  ,  47.57699  
  3.948022  ,  0.3808594  ,  2.410889  ,  2.258301  ,  46.90145  
  3.927756  ,  0.4022217  ,  3.363037  ,  2.337646  ,  48.25253  
  3.861167  ,  0.3790283  ,  3.35083  ,  2.416992  ,  47.8665  
  3.478042  ,  0.3610229  ,  2.862549  ,  2.053833  ,  49.6036  
  3.703864  ,  0.3643799  ,  2.34375  ,  2.163696  ,  51.24418  
  3.706759  ,  0.3079224  ,  1.901245  ,  2.438354  ,  50.47214  
  3.506029  ,  0.2896118  ,  0.8239746  ,  2.114868  ,  51.82321  
  3.462601  ,  0.2764893  ,  0.692749  ,  1.980591  ,  48.05952  
  3.396013  ,  0.3091431  ,  1.379395  ,  1.934814  ,  48.83155  
  3.230989  ,  0.2703857  ,  1.577759  ,  1.889038  ,  48.92806  
  3.129659  ,  0.2526855  ,  1.272583  ,  1.989746  ,  52.49875  
  3.078511  ,  0.2450562  ,  1.202393  ,  1.882935  ,  49.21758  
  3.007097  ,  0.2792358  ,  1.556396  ,  1.773071  ,  48.92806  
  2.986831  ,  0.2929688  ,  1.63269  ,  1.608276  ,  48.54204  
  2.979111  ,  0.2841187  ,  1.480103  ,  1.251221  ,  49.50709  
  2.808297  ,  0.1992798  ,  6.713867E-02  ,  0.6317139  ,  48.05952  
  2.970426  ,  0.2883911  ,  -0.2044678  ,  0.5340576  ,  47.96301  
  3.06114  ,  0.3991699  ,  2.163696  ,  1.486206  ,  46.90145  
  2.756184  ,  0.3622437  ,  2.841187  ,  1.541138  ,  47.96301  
  2.649064  ,  0.3424072  ,  2.410889  ,  1.144409  ,  46.51543  
  2.630728  ,  0.3414917  ,  2.392578  ,  1.068115  ,  45.74339  
  2.723373  ,  0.3088379  ,  2.243042  ,  1.220703  ,  44.29582  
  2.841109  ,  0.3283691  ,  1.63269  ,  1.278687  ,  44.48883  
  2.801542  ,  0.3756714  ,  2.191162  ,  1.376343  ,  47.38398  
  2.755219  ,  0.3604126  ,  2.069092  ,  1.257324  ,  43.9098  
  2.681875  ,  0.3567505  ,  2.059937  ,  1.269531  ,  44.29582  
  2.659679  ,  0.3649902  ,  2.194214  ,  1.248169  ,  43.71679  
  2.706967  ,  0.3720093  ,  2.41394  ,  1.397705  ,  46.03291  
  2.666435  ,  0.3601074  ,  2.310181  ,  1.293945  ,  42.75174  
  2.639413  ,  0.362854  ,  2.261353  ,  1.260376  ,  42.94475  
  2.694421  ,  0.3814697  ,  2.230835  ,  1.324463  ,  42.75174  
  2.697316  ,  0.4022217  ,  2.313232  ,  1.531982  ,  44.19931  
  2.57379  ,  0.4067993  ,  2.255249  ,  1.296997  ,  42.55873  
  2.514922  ,  0.4440308  ,  3.057861  ,  1.028442  ,  42.84824  
  2.48597  ,  0.4086304  ,  2.828979  ,  0.8148193  ,  43.42727  
  2.455089  ,  0.4666138  ,  2.764893  ,  0.9063721  ,  44.97136  
  2.308401  ,  0.5081177  ,  3.158569  ,  0.9307861  ,  43.13776  
  2.221546  ,  0.463562  ,  2.908325  ,  0.8087158  ,  44.29582  
  2.142412  ,  0.4379272  ,  2.258301  ,  0.4669189  ,  44.97136  
  2.20128  ,  0.3707886  ,  0.6622314  ,  0.2868652  ,  46.61194  
  2.111531  ,  0.4785156  ,  1.547241  ,  0.4974365  ,  49.41059  
  2.050732  ,  0.4653931  ,  1.467896  ,  0.3692627  ,  45.74339  
  1.875093  ,  0.4788208  ,  2.182007  ,  0.302124  ,  46.22592  
  1.833596  ,  0.4598999  ,  2.114868  ,  0.2227783  ,  45.74339  
  1.826841  ,  0.4589844  ,  2.178955  ,  0.7263184  ,  51.6302  
  1.770868  ,  0.4415894  ,  2.011108  ,  0.6561279  ,  48.92806  
  1.527675  ,  0.4867554  ,  2.62146  ,  0.5493164  ,  51.43719  
  1.356861  ,  0.4650879  ,  2.816772  ,  0.2197266  ,  52.01622  
  1.465912  ,  0.4464722  ,  1.629639  ,  -1.525879E-02  ,  51.43719  
  1.521885  ,  0.4492188  ,  1.223755  ,  0.1159668  ,  49.6036  
  1.463982  ,  0.479126  ,  1.242065  ,  0.2593994  ,  50.27913  
  1.33177  ,  0.473938  ,  1.223755  ,  -3.051758E-03  ,  50.37564  
  1.036464  ,  0.4763794  ,  0.8422852  ,  -0.4730225  ,  52.01622  
  1.082787  ,  0.480957  ,  0.7873535  ,  -0.5096436  ,  50.95467  
  1.162886  ,  0.4833984  ,  0.7873535  ,  -0.1037598  ,  51.72671  
  1.106913  ,  0.4528809  ,  0.302124  ,  -6.103516E-02  ,  51.82321  
  1.101123  ,  0.4534912  ,  -6.713867E-02  ,  -3.051758E-02  ,  53.07778  
  1.125249  ,  0.4797363  ,  0.4852295  ,  0.2075195  ,  52.30574  
  1.074101  ,  0.4876709  ,  1.184082  ,  0.4302979  ,  52.69176  
  0.972771  ,  0.4888916  ,  1.000977  ,  0.1495361  ,  53.27079  
  0.9370641  ,  0.4867554  ,  0.6866455  ,  -5.187988E-02  ,  52.11273  
  0.4998962  ,  0.5023193  ,  -0.5645752  ,  -0.8728027  ,  54.33234  
  0.4564689  ,  0.4879761  ,  -0.6988525  ,  -1.000977  ,  50.56865  
  0.8357338  ,  0.5508423  ,  -3.051758E-02  ,  -0.2441406  ,  51.6302  
  0.801957  ,  0.5441284  ,  1.013184  ,  0.2502441  ,  51.24418  
  0.5105118  ,  0.4827881  ,  0.177002  ,  -0.3540039  ,  53.65681  
  0.4526087  ,  0.4742432  ,  -3.356934E-02  ,  -0.5126953  ,  50.56865  
  0.4072513  ,  0.5114746  ,  -0.1342773  ,  -0.5645752  ,  51.43719  
  0.3976008  ,  0.5172729  ,  0.1464844  ,  -0.4211426  ,  51.82321  
  0.5809605  ,  0.496521  ,  0.2227783  ,  0.1556396  ,  52.98127  
  0.5577992  ,  0.4830933  ,  0.1098633  ,  5.187988E-02  ,  51.82321  
  0.3744396  ,  0.5056763  ,  0.3204346  ,  -0.2593994  ,  52.49875  
  0.2190665  ,  0.4660034  ,  -0.1861572  ,  -0.3234863  ,  52.20923  
  0.1688838  ,  0.4727173  ,  -1.385498  ,  -0.5584717  ,  51.6302  
  -0.1495828  ,  0.4968262  ,  -1.202393  ,  -1.431274  ,  49.89311  
  -0.190115  ,  0.5255127  ,  -0.3967285  ,  -2.862549  ,  49.7001  
  0.7199277  ,  0.581665  ,  1.177979  ,  -0.6195068  ,  52.49875  
  0.6842209  ,  0.5569458  ,  1.516724  ,  0.3112793  ,  53.4638  
  0.1939752  ,  0.5142212  ,  -0.6072998  ,  -1.998901  ,  55.68341  
  0.1495828  ,  0.501709  ,  -0.7354736  ,  -2.148438  ,  51.82321  
  4.728748E-02  ,  0.541687  ,  -0.8087158  ,  -1.547241  ,  52.88477  
  0.1515129  ,  0.5258179  ,  -0.9033203  ,  -0.1708984  ,  52.88477  
  0.534638  ,  0.5722046  ,  -0.2288818  ,  0.6439209  ,  55.3939  
  0.4931408  ,  0.5825806  ,  9.765625E-02  ,  0.7293701  ,  52.11273  
  0.3088162  ,  0.5834961  ,  1.730347  ,  1.608276  ,  53.17428  
  0.4748049  ,  0.512085  ,  0.9643555  ,  1.409912  ,  53.36729  
  0.5983313  ,  0.5194092  ,  0.7568359  ,  2.133179  ,  54.23584  
  0.3705794  ,  0.5038452  ,  1.141357  ,  2.487183  ,  53.27079  
  0.1515129  ,  0.5093384  ,  1.705933  ,  2.18811  ,  52.20923  
  0.1573032  ,  0.4885864  ,  1.422119  ,  1.461792  ,  52.59525  
  0.4072513  ,  0.4452515  ,  -0.4455566  ,  0.7568359  ,  54.04283  
  0.4902457  ,  0.4562378  ,  -0.881958  ,  0.7415771  ,  51.6302  
  0.5693798  ,  0.5078125  ,  -0.2990723  ,  0.8850098  ,  49.7001  
  0.4169019  ,  0.5239868  ,  0.3387451  ,  0.9216309  ,  50.37564  
  1.147445  ,  0.6509399  ,  0.112915  ,  0.9674072  ,  49.89311  
  3.667192  ,  1.011658  ,  7.019043E-02  ,  1.086426  ,  50.27913  
  3.591918  ,  0.9909058  ,  -6.713867E-02  ,  0.9490967  ,  46.51543  
  1.880884  ,  0.7299805  ,  -2.441406E-02  ,  0.8148193  ,  45.8399  
  1.017163  ,  0.6097412  ,  0.1220703  ,  0.9216309  ,  45.06786  
  0.8077473  ,  0.5148315  ,  -1.486206  ,  1.098633  ,  48.34903  
  0.7652851  ,  0.5059814  ,  -1.644897  ,  1.010132  ,  45.16436  
  0.6185974  ,  0.5563354  ,  -0.7049561  ,  0.9735107  ,  45.35738  
  0.6157023  ,  0.5648804  ,  0.3936768  ,  0.7537842  ,  44.48883  
  0.8559998  ,  0.5435181  ,  0.7843018  ,  0.6164551  ,  44.77834  
  0.9718059  ,  0.4953003  ,  0.3570557  ,  0.7781982  ,  42.75174  
  0.9833865  ,  0.447998  ,  -0.8270264  ,  1.077271  ,  41.59368  
  0.7344035  ,  0.4580688  ,  -1.293945  ,  1.071167  ,  40.24261  
  0.744054  ,  0.5169678  ,  -0.7904053  ,  1.150513  ,  41.69018  
  0.973736  ,  0.5111694  ,  -0.3601074  ,  1.416016  ,  40.53212  
  1.04901  ,  0.4830933  ,  -0.2319336  ,  1.705933  ,  41.01465  
  1.05287  ,  0.4992676  ,  -6.408691E-02  ,  1.705933  ,  40.43562  
  1.046115  ,  0.4855347  ,  -0.4180908  ,  1.644897  ,  40.91814  
  1.113668  ,  0.5273438  ,  -3.662109E-02  ,  1.660156  ,  42.26921  
  1.072171  ,  0.5126953  ,  -0.1342773  ,  1.528931  ,  38.69852  
  1.104018  ,  0.5014038  ,  -3.051758E-03  ,  1.626587  ,  39.47057  
  0.9968972  ,  0.3857422  ,  -1.480103  ,  1.150513  ,  39.08455  
  1.058661  ,  0.4650879  ,  -1.367188  ,  1.431274  ,  41.40067  
  0.9795263  ,  0.4653931  ,  -1.202393  ,  1.361084  ,  38.50552  
  0.9370641  ,  0.5075073  ,  -3.051758E-03  ,  1.324463  ,  37.92649  
  1.020058  ,  0.4751587  ,  0.3082275  ,  1.412964  ,  37.15445  
  0.9177631  ,  0.3991699  ,  -0.177002  ,  1.345825  ,  37.25095  
  0.8318736  ,  0.3662109  ,  -0.5462646  ,  1.116943  ,  35.12784  
  0.8714406  ,  0.3848267  ,  -0.7385254  ,  1.037598  ,  33.68026  
  0.9534699  ,  0.425415  ,  -0.3662109  ,  1.18103  ,  31.65366  
  0.7218578  ,  0.4223633  ,  -0.6317139  ,  1.013184  ,  30.97812  
  0.6851859  ,  0.4135132  ,  -0.9857178  ,  0.7537842  ,  29.33754  
  0.8087124  ,  0.3967285  ,  -1.425171  ,  0.8148193  ,  29.53055  
  0.781691  ,  0.3887939  ,  -1.556396  ,  0.9674072  ,  29.82006  
  0.6620247  ,  0.4321289  ,  -0.8300781  ,  1.043701  ,  31.84667  
  0.6610596  ,  0.4544067  ,  0.8544922  ,  1.211548  ,  34.16279  
  0.6185974  ,  0.4351807  ,  0.7110596  ,  1.092529  ,  30.4956  
  0.5230574  ,  0.2990723  ,  -1.495361  ,  0.6652832  ,  29.82006  
  0.4429582  ,  0.2835083  ,  -3.128052  ,  0.1373291  ,  28.56549  
  0.1206313  ,  0.3814697  ,  -1.168823  ,  0.3509521  ,  30.4956  
  7.430889E-02  ,  0.3662109  ,  -1.287842  ,  0.2197266  ,  26.8284  
  -0.1003653  ,  0.3323364  ,  -0.6530762  ,  0.2563477  ,  27.02141  
  0.1457226  ,  0.3335571  ,  -0.2685547  ,  0.958252  ,  25.86335  
  -0.0839594  ,  0.3323364  ,  -0.1190186  ,  1.171875  ,  26.05636  
  -0.1515129  ,  0.335083  ,  -4.272461E-02  ,  0.9643555  ,  24.51228  
  -3.956707E-02  ,  0.3497314  ,  -9.460449E-02  ,  0.8636475  ,  24.22277  
  3.667192E-02  ,  0.3964233  ,  0.1525879  ,  0.8300781  ,  22.9682  
  0.2393325  ,  0.350647  ,  -0.378418  ,  0.7141113  ,  23.54723  
  0.248983  ,  0.3292847  ,  -0.9124756  ,  0.6988525  ,  22.38917  
  0.1293168  ,  0.3952026  ,  0.2685547  ,  1.126099  ,  23.54723  
  0.0897497  ,  0.3900146  ,  0.7629395  ,  0.9429932  ,  23.35422  
  0.6147372  ,  0.402832  ,  0.1831055  ,  0.9216309  ,  23.64374  
  0.5471837  ,  0.4302979  ,  0.2319336  ,  1.077271  ,  22.48568  
  0.4207621  ,  0.4196167  ,  0.3692627  ,  1.229858  ,  22.38917  
  0.5954362  ,  0.3656006  ,  -0.50354  ,  1.315308  ,  22.38917  
  0.6996617  ,  0.3839111  ,  -0.4669189  ,  1.605225  ,  20.9416  
  0.4979661  ,  0.3805542  ,  -0.994873  ,  1.296997  ,  23.16121  
  0.4526087  ,  0.3665161  ,  -1.12915  ,  1.165771  ,  19.59052  
  0.687116  ,  0.3964233  ,  -0.7873535  ,  1.318359  ,  21.32762  
  0.9264485  ,  0.3912354  ,  -0.5584717  ,  1.538086  ,  20.9416  
  0.7730055  ,  0.4098511  ,  -0.1403809  ,  1.376343  ,  23.25772  
  0.7112423  ,  0.3933716  ,  -0.3448486  ,  1.150513  ,  19.97655  
  0.8617902  ,  0.3707886  ,  -1.156616  ,  0.7507324  ,  20.26606  
  1.031639  ,  0.3643799  ,  -1.553345  ,  0.970459  ,  19.49402  
  1.016198  ,  0.4046631  ,  -1.000977  ,  1.382446  ,19108
  0.9467146  ,  0.4116821  ,  -0.4638672  ,  1.431274  ,  16.69537  
  0.8936368  ,  0.401001  ,  -6.103516E-03  ,  1.403809  ,  15.92333  
  0.839594  ,  0.3814697  ,  -0.177002  ,  1.287842  ,  15.73032  
  0.8753009  ,  0.3717041  ,  -0.5340576  ,  1.220703  ,  16.98489  
  0.9602253  ,  0.3372192  ,  -0.9735107  ,  1.275635  ,  15.15129  
  1.039359  ,  0.3482056  ,  -1.089478  ,  1.409912  ,  14.57226  
  1.078927  ,  0.333252  ,  -1.580811  ,  1.364136  ,  15.44081  
  1.278692  ,  0.3442383  ,  -1.766968  ,  1.416016  ,  14.37925  
  1.521885  ,  0.4031372  ,  0.1586914  ,  2.27356  ,  15.3443  
  1.468807  ,  0.3857422  ,  1.831055E-02  ,  2.148438  ,  11.77362  
  1.237195  ,  0.329895  ,  -1.019287  ,  1.513672  ,  13.3177  
  1.195698  ,  0.3079224  ,  -1.623535  ,  1.196289  ,  13.60721  
  1.207278  ,  0.3036499  ,  -1.815796  ,  1.376343  ,  15.44081  
  1.193768  ,  0.295105  ,  -1.898193  ,  1.306152  ,  12.06313  
  1.285447  ,  0.3207397  ,  -1.45874  ,  1.605225  ,  11.09808  
  1.190872  ,  0.3210449  ,  -1.501465  ,  1.400757  ,  8.97497  
  1.228509  ,  0.3491211  ,  -1.28479  ,  1.263428  ,  5.886808  
  1.211138  ,  0.3469849  ,  -1.062012  ,  1.269531  ,  2.702142  
  1.266146  ,  0.3213501  ,  -1.281738  ,  1.16272  ,  -9.650505E-02  
  1.381952  ,  0.2972412  ,  -1.959229  ,  1.174927  ,  -1.640586  
  1.513199  ,  0.3314209  ,  -1.928711  ,  1.449585  ,  -1.737091  
  1.474597  ,  0.3286743  ,  -1.742554  ,  1.541138  ,  -3.088162  
  1.42924  ,  0.3137207  ,  -1.940918  ,  1.525879  ,  -2.412626  
  1.408009  ,  0.3173828  ,  -1.904297  ,  1.513672  ,  -3.570687  
  1.456261  ,  0.3665161  ,  -0.6378174  ,  1.696777  ,  -3.860202  
  1.53443  ,  0.3759766  ,  -2.441406E-02  ,  1.94397  ,  -1.351071  
  1.496793  ,  0.3662109  ,  -0.1068115  ,  1.843262  ,  -4.921758  
  1.529605  ,  0.3488159  ,  -1.831055E-02  ,  1.977539  ,  -4.632243  
  1.550836  ,  0.302124  ,  -0.9796143  ,  1.593018  ,  -5.983313  
  1.545046  ,  0.3588867  ,  -1.022339  ,  1.104736  ,  -5.597293  
  1.510304  ,  0.3552246  ,  -1.043701  ,  0.9643555  ,  -8.97497  
  1.680153  ,  0.385437  ,  -0.5767822  ,  1.2146  ,  -9.940021  
  1.739021  ,  0.4122925  ,  0.2380371  ,  1.638794  ,  -10.80857  
  1.640586  ,  0.3451538  ,  0.1586914  ,  1.760864  ,  -10.03653  
  1.610669  ,  0.3213501  ,  -0.8392334  ,  1.382446  ,  -11.58061  
  1.604879  ,  0.37323  ,  -0.7415771  ,  1.367188  ,  -11.58061  
  1.591368  ,  0.3952026  ,  -0.5249023  ,  1.461792  ,  -11.96663  
  1.42924  ,  0.3823853  ,  -0.6286621  ,  1.351929  ,  -10.71206  
  1.350106  ,  0.3417969  ,  -1.333618  ,  0.9979248  ,  -12.06313  
  1.370372  ,  0.3378296  ,  -2.01416  ,  0.6744385  ,  -11.77362  
  1.360721  ,  0.3622437  ,  -1.779175  ,  0.78125  ,  -11.96663  
  -0.171779  ,  0.1269531  ,  -1.074219  ,  0.9307861  ,  -12.83517  
  -0.9129378  ,  -1.953125E-02  ,  -1.391602  ,  0.7080078  ,  -10.71206  
  -0.9061825  ,  -2.655029E-02  ,  -1.516724  ,  0.579834  ,  -14.08974  
  -9.650505E-04  ,  0.1586914  ,  -1.107788  ,  0.7324219  ,  -11.29109  
  0.6089469  ,  0.2954102  ,  -3.356934E-02  ,  1.190186  ,  -11.3876  
  0.9177631  ,  0.2749634  ,  0.1739502  ,  1.477051  ,  -9.843515  
  0.8733708  ,  0.2600098  ,  4.882813E-02  ,  1.342773  ,  -13.80022  
  0.7749356  ,  0.222168  ,  -0.8392334  ,  1.293945  ,  -15.3443  
  0.7363336  ,  0.2163696  ,  -1.382446  ,  1.089478  ,  -17.37091  
  0.7739705  ,  0.2716064  ,  -1.367188  ,  0.9338379  ,  -16.79188  
  0.8617902  ,  0.2828979  ,  -1.013184  ,  1.043701  ,  -17.75693  
