  Ex = [mV]  ,  Ey = [mV]  ,Hx = [mV]  ,Hy = [mV]  ,Hz = [mV]  
  -1.827806  ,  0.6072998  ,  -0.5889893  ,  0.7965088  ,  -44.68184  
  -2.098985  ,625,  -0.5706787  ,  0.7843018  ,  -45.64689  
  -2.421312  ,  0.7159424  ,  1.312256  ,  0.6256104  ,  -43.42727  
  -2.429032  ,  0.6906128  ,  1.229858  ,  0.5554199  ,  -46.03291  
  -2.173294  ,  0.6268311  ,  0.6591797  ,  0.7476807  ,  -45.26087  
  -2.126971  ,  0.6515503  ,  0.6774902  ,  0.6958008  ,  -45.26087  
  -1.975459  ,  0.6774902  ,  1.037598  ,  0.6652832  ,  -43.52378  
  -1.864478  ,  0.6451416  ,  0.8331299  ,  0.8331299  ,  -44.58533  
  -1.778588  ,  0.6085205  ,  0.2655029  ,  0.9674072  ,  -44.10281  
  -1.828771  ,  0.6234741  ,  0.201416  ,  0.8209229  ,  -44.58533  
  -1.969668  ,  0.664978  ,  0.7263184  ,  0.5950928  ,  -43.71679  
  -2.040117  ,  0.6600952  ,  0.769043  ,  0.3662109  ,  -44.87485  
  -1.881849  ,  0.6454468  ,  0.1403809  ,  0.3570557  ,  -44.29582  
  -1.967738  ,  0.6799316  ,  0.2685547  ,  0.4852295  ,  -43.9098  
  -2.19935  ,  0.6289673  ,  -3.051758E-03  ,  0.3387451  ,  -42.75174  
  -2.206106  ,  0.6365967  ,  -0.9307861  ,  0.1831055  ,  -41.49717  
  -2.237952  ,  0.6286621  ,  -1.000977  ,  8.850098E-02  ,  -44.77834  
  -2.0903  ,  0.6692505  ,  -6.103516E-03  ,  0.5859375  ,  -43.23426  
  -2.194525  ,  0.6375122  ,  -9.155273E-03  ,  0.567627  ,  -42.94475  
  -2.071964  ,  0.6256104  ,  -0.9613037  ,  0.3570557  ,  -40.04959  
  -2.071964  ,  0.6124878  ,  -1.104736  ,  0.3051758  ,  -42.84824  
  -1.878953  ,  0.6021118  ,  -1.403809  ,  0.6713867  ,  -42.55873  
  -2.09802  ,  0.6393433  ,  -1.199341  ,  0.5523682  ,  -44.0063  
  -2.523607  ,  0.6176758  ,  -1.266479  ,  -0.6774902  ,  -43.9098  
  -2.494656  ,  0.5606079  ,  -2.06604  ,  -0.8483887  ,  -44.68184  
  -2.515887  ,  0.5828857  ,  -2.001953  ,  -0.3601074  ,  -43.33077  
  -2.611427  ,  0.5908203  ,  -1.065063  ,  0.1647949  ,  -43.52378  
  -2.861375  ,  0.5477905  ,  -1.235962  ,  0.1617432  ,  -41.20766  
  -2.919278  ,  0.536499  ,  -1.38855  ,  3.051758E-02  ,  -42.17271  
  -2.86427  ,  0.5056763  ,  -1.5625  ,  6.408691E-02  ,  -41.49717  
  -2.96174  ,  0.4611206  ,  -2.145386  ,  -3.662109E-02  ,  -41.49717  
  -3.077546  ,  0.4891968  ,  -2.380371  ,  -0.3204346  ,  -40.04959  
  -3.054385  ,  0.5041504  ,  -1.934814  ,  -0.189209  ,  -40.82164  
  -3.159575  ,  0.5355835  ,  -1.153564  ,  -6.103516E-02  ,  -40.33911  
  -3.019643  ,  0.5123901  ,  -1.266479  ,  9.155273E-02  ,  -38.89154  
  -2.840144  ,  0.5090332  ,  -1.489258  ,  0.2838135  ,  -39.37406  
  -2.791891  ,  0.5331421  ,  -1.150513  ,  0.7049561  ,  -36.09289  
  -2.830493  ,  0.5200195  ,  -1.251221  ,  0.592041  ,  -39.37406  
  -2.880676  ,  0.531311  ,  -0.7354736  ,  0.5584717  ,  -37.63697  
  -2.787066  ,  0.513916  ,  -1.068115  ,  0.4669189  ,  -37.15445  
  -2.943404  ,  0.4821777  ,  -1.531982  ,  0.479126  ,  -33.96978  
  -3.010958  ,  0.4644775  ,  -1.782227  ,  0.2868652  ,  -36.96143  
  -2.975251  ,  0.4754639  ,  -2.001953  ,  1.831055E-02  ,  -37.25095  
  -2.912523  ,  0.4769897  ,  -1.599121  ,  0.2044678  ,  -38.02299  
  -3.048595  ,  0.4669189  ,  -1.306152  ,  0.2960205  ,  -37.44396  
  -3.065966  ,  0.446167  ,  -1.620483  ,  0.2075195  ,  -38.60202  
  -2.924103  ,  0.4397583  ,  -2.197266  ,  0.2380371  ,-38216
  -2.830493  ,  0.4574585  ,  -2.191162  ,  0.4241943  ,  -38.02299  
  -2.755219  ,  0.5181885  ,  -0.6774902  ,  1.019287  ,  -36.76842  
  -2.807332  ,  0.4934692  ,  -0.50354  ,  0.994873  ,  -37.25095  
  -2.743639  ,  0.446167  ,  -1.251221  ,  0.7598877  ,  -36.09289  
  -2.477285  ,  0.5004883  ,  -1.025391  ,  1.190186  ,  -34.74182  
  -2.511062  ,  0.5337524  ,  6.103516E-02  ,  1.513672  ,  -35.12784  
  -2.645204  ,  0.5014038  ,  4.577637E-02  ,  1.187134  ,  -32.90822  
  -2.683806  ,  0.4882813  ,  -7.629395E-02  ,  1.074219  ,  -36.2859  
  -2.57765  ,  0.4870605  ,  0.1678467  ,  1.159668  ,  -35.61036  
  -2.444473  ,  0.4891968  ,  0.2990723  ,  1.211548  ,  -36.09289  
  -2.266904  ,  0.4733276  ,  0.1831055  ,  1.544189  ,  -32.4257  
  -2.308401  ,  0.4541016  ,  -1.220703E-02  ,  1.443481  ,  -35.12784  
  -2.452193  ,  0.4400635  ,  -0.3326416  ,  1.190186  ,  -34.83832  
  -2.272694  ,  0.456543  ,  1.525879E-02  ,  1.245117  ,  -35.03133  
  -1.955192  ,  0.4641724  ,  0.3479004  ,  1.846313  ,  -33.68026  
  -1.924311  ,  0.4602051  ,  8.850098E-02  ,  1.797485  ,  -34.83832  
  -1.935891  ,  0.4919434  ,  0.402832  ,  1.696777  ,  -34.4523  
  -2.056523  ,  0.4486084  ,  0.5249023  ,  1.412964  ,  -34.64531  
  -1.959053  ,  0.4138184  ,  -0.2929688  ,  1.055908  ,  -33.58376  
  -1.802714  ,  0.4260254  ,  -3.051758E-03  ,  1.379395  ,  -34.54881  
  -1.652167  ,  0.4299927  ,  0.7141113  ,  2.114868  ,  -34.54881  
  -1.81333  ,  0.4263306  ,  0.9338379  ,  2.197266  ,  -34.06628  
  -1.887639  ,  0.3726196  ,  -0.3448486  ,  1.739502  ,  -31.94317  
  -1.71393  ,  0.4724121  ,  0.2685547  ,  1.742554  ,  -28.17948  
  -1.752532  ,  0.4611206  ,  0.1983643  ,  1.63269  ,  -31.46065  
  -1.523815  ,  0.5264282  ,  1.397705  ,  1.794434  ,  -29.72356  
  -1.344315  ,  0.491333  ,  1.18103  ,  1.675415  ,  -30.10958  
  -1.344315  ,  0.446167  ,  -0.5859375  ,  0.9429932  ,  -27.88996  
  -1.384848  ,  0.4345703  ,  -0.7720947  ,  0.7843018  ,  -30.5921  
  -1.398358  ,  0.4406738  ,  -0.9216309  ,  0.8117676  ,  -30.10958  
  -1.387743  ,  0.4574585  ,  -0.5859375  ,  1.18103  ,  -30.88162  
  -1.426345  ,  0.4714966  ,  -0.4882813  ,  1.318359  ,  -28.95152  
  -1.533465  ,  0.4681396  ,  -0.7080078  ,  1.025391  ,  -29.33754  
  -1.465912  ,  0.4541016  ,  -1.104736  ,  0.7446289  ,  -27.88996  
  -1.400288  ,  0.4425049  ,  -1.35498  ,  0.8880615  ,  -27.79346  
  -1.602949  ,  0.4455566  ,  -1.202393  ,  0.970459  ,  -26.15287  
  -1.702349  ,  0.4589844  ,  -0.9552002  ,  0.8911133  ,  -27.11792  
  -1.71007  ,  0.4592896  ,  -0.4272461  ,  0.9124756  ,  -26.44238  
  -1.737091  ,  0.4315186  ,  -0.6988525  ,  0.7598877  ,  -26.34588  
  -1.743846  ,  0.4443359  ,  -0.3387451  ,  0.8331299  ,  -24.41578  
  -1.619355  ,  0.4751587  ,  0.2227783  ,  1.077271  ,  -21.23111  
  -1.654097  ,  0.4632568  ,  0.1373291  ,  0.9735107  ,  -24.8983  
  -1.557592  ,  0.4168701  ,  -0.1342773  ,  1.025391  ,  -23.64374  
  -1.568207  ,  0.4232788  ,  -0.5096436  ,  0.9185791  ,  -23.83675  
  -1.560487  ,  0.4428101  ,  -0.6225586  ,  1.016235  ,  -21.13461  
  -1.572067  ,  0.4275513  ,  -0.8087158  ,  0.9490967  ,  -23.83675  
  -1.52092  ,  0.423584  ,  -0.8300781  ,  1.034546  ,  -23.64374  
  -1.544081  ,  0.4272461  ,  -0.3540039  ,  1.049805  ,  -23.64374  
  -1.90308  ,  0.4281616  ,  0.1464844  ,  0.4608154  ,  -21.32762  
  -1.915625  ,  0.4281616  ,  9.765625E-02  ,  0.2319336  ,  -22.29267  
  -1.684013  ,  0.430603  ,  0.2502441  ,  0.3753662  ,  -21.81014  
  -1.608739  ,  0.3924561  ,  -0.3204346  ,  0.3845215  ,  -21.32762  
  -1.548906  ,  0.4248047  ,  -0.8483887  ,  0.5187988  ,  -19.20451  
  -1.548906  ,  0.453186  ,  -0.6195068  ,  0.6072998  ,  -20.36257  
  -1.412834  ,  0.4705811  ,  -0.3601074  ,  0.8209229  ,  -20.36257  
  -1.418624  ,  0.4718018  ,  -0.479126  ,  0.8117676  ,  -20.84509  
  -1.575928  ,  0.4626465  ,  -0.8880615  ,  0.3936768  ,  -19.49402  
  -1.536361  ,  0.461731  ,  -0.8392334  ,  0.3540039  ,  -20.55558  
  -1.393533  ,  0.4833984  ,  -0.1068115  ,  0.7598877  ,  -20.36257  
  -1.597159  ,  0.4425049  ,  -0.2258301  ,  0.5340576  ,  -18.91499  
  -1.585578  ,  0.43396  ,  -0.9979248  ,  0.3723145  ,  -19.20451  
  -1.486178  ,  0.4977417  ,  -0.1220703  ,  0.7446289  ,  -17.1779  
  -1.52092  ,  0.4830933  ,  -0.2380371  ,  0.6317139  ,  -20.55558  
  -1.52671  ,  0.4736328  ,  -0.4882813  ,  0.5310059  ,  -19.97655  
  -1.553731  ,  0.4794312  ,  -0.3753662  ,  0.4333496  ,  -20.36257  
  -1.917555  ,  0.5007935  ,  -1.525879E-02  ,  0.27771  ,  -16.50236  
  -1.956157  ,  0.4937744  ,  -6.103516E-02  ,  0.1342773  ,  -19.39752  
  -1.840351  ,  0.5142212  ,  0.1220703  ,  0.1098633  ,  -18.81849  
  -1.695594  ,  0.496521  ,  2.746582E-02  ,  0.3936768  ,  -19.30101  
  -1.605844  ,  0.4922485  ,  -0.5126953  ,  0.6530762  ,  -18.04644  
  -1.743846  ,  0.5065918  ,  -0.3601074  ,  0.5065918  ,  -18.72198  
  -1.887639  ,  0.496521  ,  -0.2532959  ,  0.3509521  ,  -18.04644  
  -1.982214  ,  0.4855347  ,  -0.5371094  ,  0.1831055  ,  -18.72198  
  -2.151098  ,  0.4925537  ,  0.1708984  ,  0.3997803  ,  -18.62547  
  -2.176189  ,  0.4931641  ,  0.5218506  ,  0.4852295  ,  -19.97655  
  -2.076789  ,  0.4733276  ,  0.378418  ,  0.604248  ,  -19.30101  
  -1.639621  ,  0.4595947  ,  -0.3479004  ,  0.8087158  ,  -17.46741  
  -1.641551  ,  0.461731  ,  -0.4760742  ,  0.6225586  ,  -17.46741  
  -1.729371  ,  0.4736328  ,  -0.213623  ,  0.4852295  ,  -14.86178  
  -1.767973  ,  0.4598999  ,  -0.3234863  ,  0.3753662  ,  -18.33596  
  -1.716825  ,  0.4632568  ,  -0.2349854  ,  0.6561279  ,  -17.66043  
  -1.729371  ,  0.4623413  ,  -0.4119873  ,  0.5828857  ,  -18.04644  
  -2.162678  ,  0.4458618  ,  -0.9002686  ,  -7.019043E-02  ,  -14.95828  
  -2.239882  ,  0.4302979  ,  -1.123047  ,  -0.2655029  ,  -17.75693  
  -2.038187  ,  0.4495239  ,  -0.958252  ,  -0.1434326  ,  -17.56392  
  -1.738056  ,  0.4653931  ,  -8.544922E-02  ,  0.668335  ,  -18.62547  
  -1.877023  ,  0.4602051  ,  6.103516E-02  ,  1.095581  ,  -18.04644  
  -2.136622  ,  0.4586792  ,  -0.2502441  ,  0.6835938  ,  -19.49402  
  -2.299716  ,  0.4296875  ,  -1.043701  ,  -0.1220703  ,  -19.68703  
  -2.177154  ,  0.4714966  ,  -0.9368896  ,  -0.2227783  ,  -20.16956  
  -1.946507  ,  0.4751587  ,  -0.1556396  ,  0.4669189  ,  -19.20451  
  -1.969668  ,  0.4519653  ,  -0.2807617  ,  0.6103516  ,  -20.16956  
  -2.139517  ,  0.4537964  ,  -0.5432129  ,  0.4394531  ,  -19.78354  
  -2.174259  ,  0.4156494  ,  -0.8178711  ,  0.3509521  ,  -19.59052  
  -2.253393  ,  0.4296875  ,  -0.9246826  ,  0.2349854  ,  -20.84509  
  -2.314191  ,  0.4840088  ,  0.1953125  ,  0.4577637  ,  -18.23945  
  -2.356653  ,  0.4724121  ,  7.629395E-02  ,  0.3326416  ,  -21.52063  
  -2.20321  ,  0.4837036  ,  0.1403809  ,  0.4425049  ,  -20.55558  
  -2.09802  ,  0.4763794  ,  0.1831055  ,  0.7598877  ,  -21.0381  
  -2.264974  ,  0.4675293  ,  -0.1312256  ,  0.4272461  ,  -18.04644  
  -2.300681  ,  0.4544067  ,  -0.2410889  ,  0.2838135  ,  -21.32762  
  -2.279449  ,  0.4257202  ,  -0.4943848  ,  0.2716064  ,  -21.32762  
  -2.237952  ,  0.4159546  ,  -0.579834  ,  0.4058838  ,  -22.9682  
  -2.336387  ,  0.4248047  ,  -0.5523682  ,  0.3448486  ,  -23.06471  
  -2.344108  ,  0.4156494  ,  -0.9277344  ,  0.1647949  ,  -24.51228  
  -2.391395  ,  0.446167  ,  -0.7324219  ,  0.1342773  ,  -24.51228  
  -2.517817  ,  0.4553223  ,  -0.5340576  ,  -0.177002  ,  -25.57384  
  -2.192595  ,  0.4382324  ,  -0.6378174  ,  -3.051758E-03  ,  -24.22277  
  -2.220581  ,  0.4174805  ,  -1.138306  ,  -6.713867E-02  ,  -25.38083  
  -2.355688  ,  0.4129028  ,  -1.916504  ,  -0.289917  ,  -24.70529  
  -2.417452  ,  0.4489136  ,  -1.647949  ,  -0.3173828  ,  -25.57384  
  -2.514922  ,  0.4675293  ,  -0.4730225  ,  -0.1464844  ,  -24.70529  
  -2.243742  ,  0.4559326  ,  -0.2990723  ,  0.3051758  ,  -21.81014  
  -2.262079  ,  0.4446411  ,  -0.4150391  ,  0.2227783  ,  -24.99481  
  -2.09802  ,  0.489502  ,  0.1983643  ,  0.793457  ,  -23.74024  
  -2.249533  ,  0.4937744  ,  0.3234863  ,  0.6134033  ,  -23.93325  
  -2.053627  ,  0.4888916  ,  0.6835938  ,  0.3967285  ,  -20.84509  
  -2.10188  ,  0.4733276  ,  0.5554199  ,  0.2410889  ,  -23.64374  
  -2.18584  ,  0.428772  ,  -0.1342773  ,  -3.967285E-02  ,  -22.58218  
  -2.209001  ,  0.4092407  ,  -1.010132  ,  -0.112915  ,  -22.00315  
  -2.131797  ,  0.4330444  ,  -1.385498  ,  -6.103516E-03  ,  -22.00315  
  -1.956157  ,  0.4467773  ,  -1.391602  ,  0.2197266  ,  -22.67869  
  -1.921416  ,  0.4702759  ,  -1.077271  ,  0.5645752  ,  -21.61713  
  -2.218651  ,  0.4611206  ,  -1.153564  ,  0.3082275  ,  -22.67869  
  -2.428067  ,  0.5007935  ,  -0.4943848  ,  -0.1586914  ,  -22.29267  
  -2.268834  ,  0.475769  ,  -0.2075195  ,  0.1098633  ,  -23.25772  
  -2.139517  ,  0.4104614  ,  -0.6195068  ,  0.6835938  ,  -22.48568  
  -2.216721  ,  0.3912354  ,  -1.000977  ,  0.5187988  ,  -22.8717  
  -2.321912  ,  0.3881836  ,  -2.001953  ,  -0.1586914  ,  -22.8717  
  -1.71393  ,  0.5419922  ,  0.8026123  ,  1.223755  ,  -23.06471  
  -1.741916  ,  0.5285645  ,  0.7965088  ,  1.196289  ,  -26.24937  
  -2.032397  ,  0.4699707  ,  0.8148193  ,  1.150513  ,  -28.7585  
  -2.301646  ,  0.473938  ,  0.4180908  ,  0.5615234  ,  -28.17948  
  -2.264009  ,  0.5273438  ,  1.837158  ,  1.150513  ,  -21.32762  
  -2.302611  ,  0.5126953  ,  1.71814  ,  1.034546  ,  -24.8018  
  -2.271729  ,  0.4138184  ,  3.967285E-02  ,  0.4302979  ,  -23.25772  
  -2.244708  ,  0.4119873  ,  -0.7720947  ,  3.051758E-02  ,  -23.64374  
  -1.868338  ,  0.440979  ,  -0.289917  ,  0.793457  ,  -22.09966  
  -2.01406  ,  0.4467773  ,  -3.051758E-03  ,  0.8514404  ,  -22.8717  
  -2.087404  ,  0.4824829  ,  0.7324219  ,  0.7629395  ,  -22.29267  
  -1.971598  ,  0.4922485  ,  1.324463  ,  0.894165  ,  -22.48568  
  -1.843247  ,  0.4705811  ,  1.184082  ,  1.055908  ,  -21.42412  
  -1.845177  ,  0.4629517  ,  0.8789063  ,  0.9887695  ,  -23.45073  
  -1.81333  ,  0.4699707  ,  0.7110596  ,  0.8758545  ,  -23.93325  
  -1.798854  ,  0.463562  ,  0.3997803  ,  0.7446289  ,  -23.64374  
  -1.666642  ,  0.484314  ,  0.6317139  ,  0.8666992  ,  -21.90665  
  -1.670503  ,  0.4995728  ,  0.958252  ,  0.9429932  ,  -24.02976  
  -1.738056  ,  0.5117798  ,  1.531982  ,  1.000977  ,  -25.67034  
  -1.775693  ,  0.4577637  ,  0.9429932  ,  0.668335  ,  -25.76685  
  -1.747707  ,  0.4425049  ,  0.1098633  ,  0.2716064  ,  -26.15287  
  -1.560487  ,  0.4232788  ,  -0.6072998  ,  0.3540039  ,  -24.8983  
  -1.599089  ,  0.4101563  ,  -0.7202148  ,  0.2441406  ,  -28.37248  
  -1.852897  ,  0.37323  ,  -0.5371094  ,  0.4882813  ,  -27.02141  
  -1.915625  ,  0.3329468  ,  -0.6591797  ,  0.5096436  ,  -27.31093  
  -1.370372  ,  0.4916382  ,  7.324219E-02  ,  0.491333  ,  -23.45073  
  -1.357826  ,  0.4815674  ,  3.356934E-02  ,  0.4180908  ,  -26.34588  
  -1.213069  ,  0.4519653  ,  -9.155273E-03  ,  0.6988525  ,  -26.24937  
  -1.293168  ,  0.4342651  ,  -9.155273E-03  ,  0.8300781  ,  -27.50394  
  -1.435995  ,  0.4071045  ,  -6.713867E-02  ,  0.7415771  ,  -28.08297  
  -1.4331  ,  0.4129028  ,  -6.103516E-03  ,  0.7141113  ,  -29.62705  
  -1.458191  ,  0.4226685  ,  0.2197266  ,  0.8361816  ,  -29.72356  
  -1.590403  ,  0.4031372  ,  -0.2563477  ,  0.7446289  ,  -30.01307  
  -1.662782  ,  0.4064941  ,  -0.2838135  ,  0.5889893  ,  -29.53055  
  -1.549871  ,  0.3994751  ,  -0.2655029  ,  0.6103516  ,  -31.07463  
  -1.348176  ,  0.4040527  ,  -0.5096436  ,  0.9094238  ,  -31.55715  
  -1.43503  ,  0.3936768  ,  -0.7843018  ,  0.9094238  ,  -30.39909  
  -1.469772  ,  0.3948975  ,  -0.9979248  ,  0.7354736  ,  -31.17113  
  -1.416694  ,  0.4229736  ,  -0.6591797  ,  0.7720947  ,  -29.14453  
  -1.456261  ,  0.4095459  ,  -0.7843018  ,  0.6622314  ,  -32.4257  
  -1.228509  ,  0.4003906  ,  -0.8422852  ,  0.8972168  ,  -31.75016  
  -1.166746  ,  0.3942871  ,  -1.010132  ,  0.8239746  ,  -32.81172  
  -1.080857  ,  0.4412842  ,  -5.493164E-02  ,  1.196289  ,  -30.88162  
  -1.116564  ,  0.4278564  ,  -8.239746E-02  ,  1.138306  ,  -33.77677  
  -1.007513  ,  0.3945923  ,  -5.493164E-02  ,  1.33667  ,  -33.77677  
  -0.8328387  ,  0.4071045  ,  0.1800537  ,  1.556396  ,  -35.41735  
  -0.819328  ,  0.4138184  ,  0.6439209  ,  1.779175  ,  -35.32085  
  -1.042255  ,  0.3723145  ,  -0.289917  ,  1.23291  ,  -36.57541  
  -1.252636  ,  0.4052734  ,  -0.8666992  ,  0.3997803  ,  -36.2859  
  -1.055765  ,  0.4425049  ,  -0.2960205  ,  0.6378174  ,  -37.05794  
  -0.7662501  ,  0.4696655  ,  0.8422852  ,  1.531982  ,  -36.2859  
  -0.7643201  ,  0.4534912  ,  0.8422852  ,  1.596069  ,  -37.73347  
  -0.8473144  ,  0.4403687  ,  0.5584717  ,  1.309204  ,-38216
  -0.8559998  ,  0.4797363  ,  0.8850098  ,  1.217651  ,  -39.66358  
  -0.7903764  ,  0.4910278  ,  1.498413  ,  1.452637  ,  -39.76008  
  -0.7344035  ,  0.4870605  ,  0.994873  ,  1.306152  ,-38216
  -0.7614249  ,  0.4733276  ,  0.9033203  ,  1.205444  ,  -41.40067  
  -0.6224576  ,  0.4525757  ,  1.480103  ,  1.513672  ,  -40.43562  
  -0.6793956  ,  0.4345703  ,  1.168823  ,  1.345825  ,  -40.43562  
  -0.7903764  ,  0.506897  ,  2.185059  ,  1.489258  ,  -37.25095  
  -0.8318736  ,  0.5004883  ,  2.175903  ,  1.379395  ,  -39.85659  
  -0.5751702  ,  0.4885864  ,  2.151489  ,  1.623535  ,  -40.43562  
  -0.4661194  ,  0.4721069  ,  1.71814  ,  2.001953  ,  -42.17271  
  -0.6726403  ,  0.446167  ,  0.8270264  ,  1.690674  ,  -42.0762  
  -0.7459841  ,  0.4464722  ,  0.6896973  ,  1.379395  ,  -43.71679  
  -0.7334384  ,  0.4208374  ,  0.7507324  ,  1.229858  ,  -43.62029  
  -0.7102772  ,  0.3945923  ,  0.4272461  ,  1.2146  ,  -44.0063  
  -0.9013572  ,  0.4199219  ,  0.994873  ,  0.9765625  ,  -43.62029  
  -0.8473144  ,  0.3887939  ,  1.119995  ,  0.9796143  ,  -45.26087  
  -0.821258  ,  0.3115845  ,  0.7019043  ,  1.031494  ,  -45.64689  
  -0.7894114  ,  0.2700806  ,  0.3234863  ,  1.16272  ,  -46.70845  
  -1.000757  ,  0.25177  ,  -0.3417969  ,  0.9307861  ,  -46.70845  
  -0.9129378  ,  0.2798462  ,  8.850098E-02  ,  0.9490967  ,  -45.26087  
  -0.9476796  ,  0.2703857  ,  3.967285E-02  ,  0.8514404  ,  -48.54204  
  -0.6986966  ,  0.267334  ,  0.9033203  ,  1.358032  ,  -47.48048  
  -0.6417586  ,  0.1852417  ,  0.3112793  ,  1.489258  ,  -48.05952  
  -0.7315083  ,  0.1708984  ,  -1.055908  ,  1.23291  ,  -45.45388  
  -0.7865162  ,  0.1629639  ,  -1.074219  ,  1.141357  ,  -48.34903  
  -0.7295783  ,  0.1803589  ,  -0.1953125  ,  1.477051  ,  -48.05952  
  -0.5713099  ,  0.1867676  ,  0.50354  ,  1.849365  ,  -48.73505  
  -0.5664847  ,  0.1651001  ,  0.8575439  ,  1.974487  ,  -48.83155  
  -0.6157023  ,  0.1293945  ,  0.4608154  ,  1.657104  ,  -49.79661  
  -0.4970011  ,  0.1495361  ,  -0.4882813  ,  0.9094238  ,  -49.21758  
  -0.1949402  ,  0.184021  ,  -0.4425049  ,  0.9307861  ,  -50.47214  
  -0.2354723  ,  0.1339722  ,  -0.3997803  ,  1.229858  ,  -48.92806  
  -0.4120766  ,  8.117676E-02  ,  -0.6744385  ,  1.229858  ,  -49.98962  
  -0.7421239  ,  2.716064E-02  ,  -1.495361  ,  0.894165  ,  -50.76166  
  -0.7720404  ,  2.044678E-02  ,  -1.889038  ,  0.6896973  ,  -52.49875  
  -0.7334384  ,  6.134033E-02  ,  -1.016235  ,  1.062012  ,  -52.01622  
  -0.8859164  ,  4.608154E-02  ,  -0.6225586  ,  1.107788  ,  -52.98127  
  -1.253601  ,  -2.746582E-03  ,  -0.8300781  ,  0.7507324  ,  -52.98127  
  -1.179292  ,  -2.410889E-02  ,  -1.037598  ,  0.7629395  ,  -51.91972  
  -1.163851  ,  -5.279541E-02  ,  -1.397705  ,  0.8117676  ,  -52.69176  
  -1.057695  ,  -2.380371E-02  ,  -1.498413  ,  0.970459  ,  -50.18263  
  -1.093402  ,  -3.509521E-02  ,  -1.593018  ,  0.8636475  ,  -53.5603  
  -0.9245185  ,  2.197266E-02  ,  -6.408691E-02  ,  1.470947  ,  -53.07778  
  -0.896532  ,  -1.678467E-02  ,  -0.1037598  ,  1.44043  ,  -54.33234  
  -0.6697451  ,  -7.293701E-02  ,  -0.9033203  ,  1.925659  ,  -52.49875  
  -0.7344035  ,  -9.063721E-02  ,  -1.092529  ,  1.809692  ,  -55.3939  
  -0.9438195  ,  -0.1080322  ,  -1.748657  ,  1.489258  ,  -56.45546  
  -1.068311  ,  -5.371094E-02  ,  -1.303101  ,  1.245117  ,  -57.99953  
  -1.075066  ,  -3.112793E-02  ,  -0.4882813  ,  1.028442  ,  -57.51701  
  -0.9621554  ,  -5.859375E-02  ,  -0.8148193  ,  0.8666992  ,  -57.71002  
  -0.5742051  ,  -4.241943E-02  ,  -0.6347656  ,  1.220703  ,  -56.74497  
  -0.5510439  ,  -6.378174E-02  ,  -0.5187988  ,  1.623535  ,  -57.2275  
  -0.8598601  ,  -3.997803E-02  ,  -0.1708984  ,  1.541138  ,  -57.13099  
  -0.8463494  ,  -2.288818E-02  ,  0.1556396  ,  1.321411  ,  -58.96459  
  -0.3985659  ,  -2.532959E-02  ,  0.4089355  ,  1.66626  ,  -60.70168  
  -0.2316121  ,  -4.364014E-02  ,  0.4730225  ,  1.965332  ,  -60.70168  
  -0.2769695  ,  -6.134033E-02  ,  -1.831055E-02  ,  1.696777  ,  -61.37721  
  -0.2055558  ,  2.960205E-02  ,  1.074219  ,  1.953125  ,  -60.89469  
  -0.248018  ,  0.0177002  ,  0.982666  ,  1.837158  ,  -64.36887  
  -0.1244915  ,  4.577637E-02  ,  1.971436  ,  2.06604  ,  -64.17586  
  -0.1573032  ,  9.765625E-03  ,  1.824951  ,  2.163696  ,  -65.14091  
  0.4400631  ,  4.577637E-02  ,  1.052856  ,  2.548218  ,  -62.72828  
  0.4863855  ,  4.455566E-02  ,  1.031494  ,  2.557373  ,  -65.62344  
  0.7286132  ,  9.185791E-02  ,  1.708984  ,  3.024292  ,  -65.81644  
  0.5462186  ,  0.1068115  ,  2.276611  ,  2.957153  ,  -67.07101  
  0.2538083  ,  6.713867E-02  ,  2.053833  ,  2.160645  ,  -66.78149  
  0.3705794  ,  7.080078E-02  ,  2.087402  ,  2.005005  ,  -68.71159  
  0.706417  ,  0.1104736  ,  2.493286  ,  2.270508  ,  -69.96616  
  0.781691  ,  9.979248E-02  ,  2.56958  ,  2.371216  ,  -71.02772  
  0.5761352  ,  0.1043701  ,  3.048706  ,  2.581787  ,  -71.02772  
  0.3725095  ,  0.0881958  ,  3.308105  ,  2.444458  ,  -72.76481  
  0.3580337  ,  6.622314E-02  ,  3.433228  ,  2.29187  ,  -73.72986  
  0.4419931  ,  5.249023E-02  ,  3.610229  ,  2.374268  ,  -74.01937  
  0.5172671  ,  4.730225E-02  ,  3.207397  ,  2.172852  ,  -73.05432  
  0.2074859  ,  -4.577637E-03  ,  2.365112  ,  1.644897  ,  -71.41373  
  0.1688838  ,  -0.0189209  ,  2.227783  ,  1.538086  ,  -74.69491  
  2.991657E-02  ,  -1.220703E-02  ,  1.947021  ,  1.715088  ,  -74.5984  
  0.2383675  ,  1.220703E-02  ,  2.206421  ,  1.992798  ,  -76.14249  
  0.3107463  ,  2.563477E-02  ,  2.322388  ,  2.154541  ,  -74.88792  
  0.2595986  ,  1.495361E-02  ,  2.233887  ,  1.992798  ,  -77.78307  
  0.2557384  ,  1.037598E-02  ,  2.355957  ,  1.846313  ,  -77.97608  
  0.2190665  ,  5.79834E-03  ,  2.331543  ,  1.818848  ,  -79.52016  
  0.3107463  ,  4.852295E-02  ,  2.600098  ,  2.032471  ,  -80.77473  
  0.3377677  ,  1.068115E-02  ,  2.008057  ,  1.861572  ,  -82.22231  
